Sample,R1,R2
ERR4813741,/home/lcerdeira/BraSeqTB/data/input-data/ERR4813741_1.fastq.gz,/home/lcerdeira/BraSeqTB/data/input-data/ERR4813741_2.fastq.gz,1,1,1
ERR4813742,/home/lcerdeira/BraSeqTBdata/input-data/ERR4813742_1.fastq.gz,/home/lcerdeira/BraSeqTB/data/input-data/ERR4813742_2.fastq.gz,1,1,1
